instant,date,season,year,mnth,hour,holiday,weekday,workingday,weather_condition,temperature,feels_like_temperature,humidity,windspeed,casual_users,registered_users,total_rentals,month,month_name,day,hour_category,day_type
4727,2011-07-20,Fall,2011,7,20,0,Wednesday,1,Clear,0.8,0.8333,0.75,0.2239,45,264,309,7,Jul,20,Malam,Hari Kerja
4728,2011-07-20,Fall,2011,7,21,0,Wednesday,1,Clear,0.8,0.803,0.66,0.1642,33,209,242,7,Jul,20,Malam,Hari Kerja
4729,2011-07-20,Fall,2011,7,22,0,Wednesday,1,Clear,0.78,0.7727,0.7,0.2239,25,144,169,7,Jul,20,Malam,Hari Kerja
4730,2011-07-20,Fall,2011,7,23,0,Wednesday,1,Clear,0.76,0.7424,0.75,0.2537,26,73,99,7,Jul,20,Malam,Hari Kerja
4731,2011-07-21,Fall,2011,7,0,0,Thursday,1,Mist,0.76,0.7424,0.75,0.194,13,29,42,7,Jul,21,Dini Hari,Hari Kerja
4732,2011-07-21,Fall,2011,7,1,0,Thursday,1,Mist,0.74,0.7273,0.84,0.2239,5,16,21,7,Jul,21,Dini Hari,Hari Kerja
4733,2011-07-21,Fall,2011,7,2,0,Thursday,1,Mist,0.74,0.7273,0.84,0.2239,2,4,6,7,Jul,21,Dini Hari,Hari Kerja
4734,2011-07-21,Fall,2011,7,3,0,Thursday,1,Mist,0.74,0.7121,0.79,0.1343,1,5,6,7,Jul,21,Dini Hari,Hari Kerja
4735,2011-07-21,Fall,2011,7,4,0,Thursday,1,Mist,0.72,0.7121,0.84,0.1045,0,4,4,7,Jul,21,Dini Hari,Hari Kerja
4736,2011-07-21,Fall,2011,7,5,0,Thursday,1,Mist,0.72,0.7121,0.84,0.1045,2,16,18,7,Jul,21,Dini Hari,Hari Kerja
4737,2011-07-21,Fall,2011,7,6,0,Thursday,1,Mist,0.72,0.7121,0.84,0.1045,6,111,117,7,Jul,21,Pagi,Hari Kerja
4738,2011-07-21,Fall,2011,7,7,0,Thursday,1,Mist,0.74,0.7273,0.84,0.1343,23,251,274,7,Jul,21,Pagi,Hari Kerja
4739,2011-07-21,Fall,2011,7,8,0,Thursday,1,Mist,0.76,0.7576,0.79,0.1642,23,358,381,7,Jul,21,Pagi,Hari Kerja
4740,2011-07-21,Fall,2011,7,9,0,Thursday,1,Mist,0.8,0.8182,0.75,0.2537,34,166,200,7,Jul,21,Pagi,Hari Kerja
4741,2011-07-21,Fall,2011,7,10,0,Thursday,1,Mist,0.82,0.8636,0.71,0.2239,31,47,78,7,Jul,21,Pagi,Hari Kerja
4742,2011-07-21,Fall,2011,7,11,0,Thursday,1,Mist,0.86,0.8939,0.63,0.2985,27,79,106,7,Jul,21,Pagi,Hari Kerja
4743,2011-07-21,Fall,2011,7,12,0,Thursday,1,Clear,0.88,0.8939,0.56,0.3284,29,106,135,7,Jul,21,Siang,Hari Kerja
4744,2011-07-21,Fall,2011,7,13,0,Thursday,1,Clear,0.88,0.8939,0.56,0.2985,21,81,102,7,Jul,21,Siang,Hari Kerja
4745,2011-07-21,Fall,2011,7,14,0,Thursday,1,Clear,0.9,0.8939,0.5,0.3582,50,97,147,7,Jul,21,Siang,Hari Kerja
4746,2011-07-21,Fall,2011,7,15,0,Thursday,1,Clear,0.9,0.9242,0.53,0.2537,40,93,133,7,Jul,21,Siang,Hari Kerja
4747,2011-07-21,Fall,2011,7,16,0,Thursday,1,Clear,0.92,0.9242,0.48,0.2836,43,167,210,7,Jul,21,Siang,Hari Kerja
4748,2011-07-21,Fall,2011,7,17,0,Thursday,1,Clear,0.92,0.9091,0.45,0.2985,40,374,414,7,Jul,21,Siang,Hari Kerja
4749,2011-07-21,Fall,2011,7,18,0,Thursday,1,Clear,0.9,0.8939,0.5,0.2836,39,343,382,7,Jul,21,Malam,Hari Kerja
4750,2011-07-21,Fall,2011,7,19,0,Thursday,1,Clear,0.86,0.9242,0.67,0.2836,51,233,284,7,Jul,21,Malam,Hari Kerja
4751,2011-07-21,Fall,2011,7,20,0,Thursday,1,Clear,0.84,0.8939,0.71,0.2239,38,199,237,7,Jul,21,Malam,Hari Kerja
4752,2011-07-21,Fall,2011,7,21,0,Thursday,1,Clear,0.82,0.8939,0.75,0.2239,38,187,225,7,Jul,21,Malam,Hari Kerja
4753,2011-07-21,Fall,2011,7,22,0,Thursday,1,Clear,0.82,0.8636,0.71,0.1642,36,113,149,7,Jul,21,Malam,Hari Kerja
4754,2011-07-21,Fall,2011,7,23,0,Thursday,1,Clear,0.8,0.8182,0.71,0.1642,40,73,113,7,Jul,21,Malam,Hari Kerja
4755,2011-07-22,Fall,2011,7,0,0,Friday,1,Clear,0.82,0.8333,0.63,0.1343,9,51,60,7,Jul,22,Dini Hari,Hari Kerja
4756,2011-07-22,Fall,2011,7,1,0,Friday,1,Clear,0.8,0.7879,0.63,0.0,7,17,24,7,Jul,22,Dini Hari,Hari Kerja
4757,2011-07-22,Fall,2011,7,2,0,Friday,1,Clear,0.78,0.803,0.79,0.1343,0,14,14,7,Jul,22,Dini Hari,Hari Kerja
4758,2011-07-22,Fall,2011,7,3,0,Friday,1,Clear,0.78,0.7879,0.75,0.1045,1,6,7,7,Jul,22,Dini Hari,Hari Kerja
4759,2011-07-22,Fall,2011,7,4,0,Friday,1,Clear,0.76,0.7424,0.75,0.1045,8,5,13,7,Jul,22,Dini Hari,Hari Kerja
4760,2011-07-22,Fall,2011,7,5,0,Friday,1,Clear,0.74,0.7121,0.79,0.1045,2,17,19,7,Jul,22,Dini Hari,Hari Kerja
4761,2011-07-22,Fall,2011,7,6,0,Friday,1,Clear,0.76,0.7424,0.75,0.0896,13,83,96,7,Jul,22,Pagi,Hari Kerja
4762,2011-07-22,Fall,2011,7,7,0,Friday,1,Mist,0.8,0.803,0.66,0.1045,20,232,252,7,Jul,22,Pagi,Hari Kerja
4763,2011-07-22,Fall,2011,7,8,0,Friday,1,Mist,0.84,0.8485,0.63,0.1642,30,292,322,7,Jul,22,Pagi,Hari Kerja
4764,2011-07-22,Fall,2011,7,9,0,Friday,1,Clear,0.86,0.8939,0.63,0.0896,31,177,208,7,Jul,22,Pagi,Hari Kerja
4765,2011-07-22,Fall,2011,7,10,0,Friday,1,Clear,0.9,0.9242,0.53,0.0896,32,83,115,7,Jul,22,Pagi,Hari Kerja
4766,2011-07-22,Fall,2011,7,11,0,Friday,1,Clear,0.9,0.8939,0.5,0.1045,23,86,109,7,Jul,22,Pagi,Hari Kerja
4767,2011-07-22,Fall,2011,7,12,0,Friday,1,Clear,0.94,0.9545,0.48,0.1642,20,95,115,7,Jul,22,Siang,Hari Kerja
4768,2011-07-22,Fall,2011,7,13,0,Friday,1,Clear,0.94,0.9848,0.51,0.1642,25,98,123,7,Jul,22,Siang,Hari Kerja
4769,2011-07-22,Fall,2011,7,14,0,Friday,1,Clear,0.96,1.0,0.48,0.2985,24,77,101,7,Jul,22,Siang,Hari Kerja
4770,2011-07-22,Fall,2011,7,15,0,Friday,1,Clear,0.94,0.9848,0.51,0.2985,32,101,133,7,Jul,22,Siang,Hari Kerja
4771,2011-07-22,Fall,2011,7,16,0,Friday,1,Light Snow/Rain,0.9,0.8333,0.39,0.2985,29,153,182,7,Jul,22,Siang,Hari Kerja
4772,2011-07-22,Fall,2011,7,17,0,Friday,1,Clear,0.88,0.8485,0.47,0.1045,35,271,306,7,Jul,22,Siang,Hari Kerja
4773,2011-07-22,Fall,2011,7,18,0,Friday,1,Clear,0.9,0.8182,0.37,0.1642,34,250,284,7,Jul,22,Malam,Hari Kerja
4774,2011-07-22,Fall,2011,7,19,0,Friday,1,Mist,0.86,0.7879,0.41,0.1045,40,210,250,7,Jul,22,Malam,Hari Kerja
4775,2011-07-22,Fall,2011,7,20,0,Friday,1,Clear,0.84,0.8182,0.56,0.0,46,166,212,7,Jul,22,Malam,Hari Kerja
4776,2011-07-22,Fall,2011,7,21,0,Friday,1,Clear,0.82,0.803,0.59,0.0896,38,152,190,7,Jul,22,Malam,Hari Kerja
4777,2011-07-22,Fall,2011,7,22,0,Friday,1,Mist,0.84,0.7879,0.49,0.0896,44,105,149,7,Jul,22,Malam,Hari Kerja
4778,2011-07-22,Fall,2011,7,23,0,Friday,1,Clear,0.8,0.7879,0.63,0.194,19,84,103,7,Jul,22,Malam,Hari Kerja
4779,2011-07-23,Fall,2011,7,0,0,Saturday,0,Clear,0.82,0.7879,0.56,0.0,16,85,101,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4780,2011-07-23,Fall,2011,7,1,0,Saturday,0,Clear,0.82,0.7727,0.52,0.1045,13,57,70,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4781,2011-07-23,Fall,2011,7,2,0,Saturday,0,Clear,0.82,0.7727,0.52,0.0,13,48,61,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4782,2011-07-23,Fall,2011,7,3,0,Saturday,0,Clear,0.78,0.7576,0.66,0.0896,6,16,22,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4783,2011-07-23,Fall,2011,7,4,0,Saturday,0,Clear,0.76,0.7273,0.66,0.1045,5,4,9,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4784,2011-07-23,Fall,2011,7,5,0,Saturday,0,Clear,0.76,0.7121,0.62,0.1343,1,6,7,7,Jul,23,Dini Hari,Hari Libur/Akhir Pekan
4785,2011-07-23,Fall,2011,7,6,0,Saturday,0,Clear,0.8,0.7424,0.52,0.1343,6,19,25,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4786,2011-07-23,Fall,2011,7,7,0,Saturday,0,Clear,0.8,0.7424,0.52,0.1045,7,38,45,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4787,2011-07-23,Fall,2011,7,8,0,Saturday,0,Clear,0.84,0.7879,0.49,0.2537,24,85,109,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4788,2011-07-23,Fall,2011,7,9,0,Saturday,0,Clear,0.84,0.7879,0.49,0.1642,30,102,132,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4789,2011-07-23,Fall,2011,7,10,0,Saturday,0,Clear,0.86,0.7879,0.41,0.2239,61,137,198,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4790,2011-07-23,Fall,2011,7,11,0,Saturday,0,Clear,0.9,0.8182,0.37,0.194,62,154,216,7,Jul,23,Pagi,Hari Libur/Akhir Pekan
4791,2011-07-23,Fall,2011,7,12,0,Saturday,0,Clear,0.92,0.8636,0.37,0.1045,71,164,235,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4792,2011-07-23,Fall,2011,7,13,0,Saturday,0,Clear,0.94,0.8788,0.38,0.1642,78,167,245,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4793,2011-07-23,Fall,2011,7,14,0,Saturday,0,Clear,0.92,0.8939,0.42,0.0,84,152,236,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4794,2011-07-23,Fall,2011,7,15,0,Saturday,0,Clear,0.94,0.8788,0.38,0.0,78,137,215,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4795,2011-07-23,Fall,2011,7,16,0,Saturday,0,Clear,0.94,0.8788,0.38,0.1343,70,151,221,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4796,2011-07-23,Fall,2011,7,17,0,Saturday,0,Clear,0.94,0.8788,0.38,0.1343,70,127,197,7,Jul,23,Siang,Hari Libur/Akhir Pekan
4797,2011-07-23,Fall,2011,7,18,0,Saturday,0,Clear,0.92,0.8788,0.4,0.2239,62,134,196,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4798,2011-07-23,Fall,2011,7,19,0,Saturday,0,Mist,0.82,0.803,0.59,0.1343,80,137,217,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4799,2011-07-23,Fall,2011,7,20,0,Saturday,0,Clear,0.82,0.803,0.59,0.2239,47,98,145,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4800,2011-07-23,Fall,2011,7,21,0,Saturday,0,Clear,0.82,0.803,0.59,0.2239,39,115,154,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4801,2011-07-23,Fall,2011,7,22,0,Saturday,0,Clear,0.8,0.7727,0.59,0.194,37,88,125,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4802,2011-07-23,Fall,2011,7,23,0,Saturday,0,Clear,0.8,0.7727,0.59,0.1045,27,77,104,7,Jul,23,Malam,Hari Libur/Akhir Pekan
4803,2011-07-24,Fall,2011,7,0,0,Sunday,0,Clear,0.8,0.7727,0.59,0.1045,42,77,119,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4804,2011-07-24,Fall,2011,7,1,0,Sunday,0,Clear,0.78,0.7576,0.66,0.1045,33,63,96,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4805,2011-07-24,Fall,2011,7,2,0,Sunday,0,Clear,0.8,0.7879,0.63,0.0896,12,48,60,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4806,2011-07-24,Fall,2011,7,3,0,Sunday,0,Clear,0.8,0.7879,0.63,0.0896,17,20,37,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4807,2011-07-24,Fall,2011,7,4,0,Sunday,0,Clear,0.78,0.7576,0.66,0.1045,1,5,6,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4808,2011-07-24,Fall,2011,7,5,0,Sunday,0,Clear,0.78,0.7576,0.66,0.0896,5,3,8,7,Jul,24,Dini Hari,Hari Libur/Akhir Pekan
4809,2011-07-24,Fall,2011,7,6,0,Sunday,0,Mist,0.8,0.7879,0.63,0.0896,9,13,22,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4810,2011-07-24,Fall,2011,7,7,0,Sunday,0,Clear,0.8,0.7727,0.59,0.1343,6,29,35,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4811,2011-07-24,Fall,2011,7,8,0,Sunday,0,Clear,0.82,0.7879,0.56,0.2836,22,82,104,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4812,2011-07-24,Fall,2011,7,9,0,Sunday,0,Clear,0.82,0.7879,0.56,0.3881,42,112,154,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4813,2011-07-24,Fall,2011,7,10,0,Sunday,0,Clear,0.86,0.8182,0.5,0.3284,61,165,226,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4814,2011-07-24,Fall,2011,7,11,0,Sunday,0,Clear,0.84,0.803,0.53,0.2537,74,169,243,7,Jul,24,Pagi,Hari Libur/Akhir Pekan
4815,2011-07-24,Fall,2011,7,12,0,Sunday,0,Clear,0.9,0.8636,0.45,0.1642,85,161,246,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4816,2011-07-24,Fall,2011,7,13,0,Sunday,0,Clear,0.86,0.803,0.47,0.2239,90,162,252,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4817,2011-07-24,Fall,2011,7,14,0,Sunday,0,Clear,0.86,0.8182,0.5,0.2836,79,204,283,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4818,2011-07-24,Fall,2011,7,15,0,Sunday,0,Clear,0.9,0.8485,0.42,0.2537,68,170,238,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4819,2011-07-24,Fall,2011,7,16,0,Sunday,0,Clear,0.9,0.8485,0.42,0.2537,62,187,249,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4820,2011-07-24,Fall,2011,7,17,0,Sunday,0,Clear,0.9,0.8333,0.39,0.1045,75,174,249,7,Jul,24,Siang,Hari Libur/Akhir Pekan
4821,2011-07-24,Fall,2011,7,18,0,Sunday,0,Clear,0.88,0.8182,0.42,0.1642,67,176,243,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4822,2011-07-24,Fall,2011,7,19,0,Sunday,0,Clear,0.86,0.803,0.47,0.1642,70,170,240,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4823,2011-07-24,Fall,2011,7,20,0,Sunday,0,Clear,0.84,0.7879,0.49,0.1642,52,143,195,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4824,2011-07-24,Fall,2011,7,21,0,Sunday,0,Clear,0.8,0.7879,0.63,0.1343,42,111,153,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4825,2011-07-24,Fall,2011,7,22,0,Sunday,0,Clear,0.78,0.7576,0.66,0.0,23,75,98,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4826,2011-07-24,Fall,2011,7,23,0,Sunday,0,Mist,0.76,0.7273,0.7,0.0896,13,37,50,7,Jul,24,Malam,Hari Libur/Akhir Pekan
4827,2011-07-25,Fall,2011,7,0,0,Monday,1,Mist,0.76,0.7273,0.7,0.0,17,17,34,7,Jul,25,Dini Hari,Hari Kerja
4828,2011-07-25,Fall,2011,7,1,0,Monday,1,Mist,0.76,0.7424,0.75,0.0896,4,8,12,7,Jul,25,Dini Hari,Hari Kerja
4829,2011-07-25,Fall,2011,7,2,0,Monday,1,Mist,0.74,0.7121,0.79,0.0896,3,3,6,7,Jul,25,Dini Hari,Hari Kerja
4830,2011-07-25,Fall,2011,7,3,0,Monday,1,Clear,0.74,0.7121,0.79,0.0,2,2,4,7,Jul,25,Dini Hari,Hari Kerja
4831,2011-07-25,Fall,2011,7,4,0,Monday,1,Clear,0.72,0.7121,0.84,0.0896,0,6,6,7,Jul,25,Dini Hari,Hari Kerja
4832,2011-07-25,Fall,2011,7,5,0,Monday,1,Clear,0.72,0.7121,0.84,0.0896,2,22,24,7,Jul,25,Dini Hari,Hari Kerja
4833,2011-07-25,Fall,2011,7,6,0,Monday,1,Mist,0.72,0.7121,0.84,0.0896,7,100,107,7,Jul,25,Pagi,Hari Kerja
4834,2011-07-25,Fall,2011,7,7,0,Monday,1,Mist,0.74,0.7121,0.79,0.0,20,257,277,7,Jul,25,Pagi,Hari Kerja
4835,2011-07-25,Fall,2011,7,8,0,Monday,1,Mist,0.76,0.7424,0.75,0.0,34,353,387,7,Jul,25,Pagi,Hari Kerja
4836,2011-07-25,Fall,2011,7,9,0,Monday,1,Clear,0.8,0.803,0.66,0.0,11,124,135,7,Jul,25,Pagi,Hari Kerja
4837,2011-07-25,Fall,2011,7,10,0,Monday,1,Clear,0.82,0.803,0.59,0.0,30,54,84,7,Jul,25,Pagi,Hari Kerja
4838,2011-07-25,Fall,2011,7,11,0,Monday,1,Mist,0.84,0.8333,0.59,0.194,24,83,107,7,Jul,25,Pagi,Hari Kerja
4839,2011-07-25,Fall,2011,7,12,0,Monday,1,Mist,0.84,0.8333,0.59,0.194,17,50,67,7,Jul,25,Siang,Hari Kerja
4840,2011-07-25,Fall,2011,7,13,0,Monday,1,Mist,0.74,0.7121,0.74,0.1343,14,64,78,7,Jul,25,Siang,Hari Kerja
4841,2011-07-25,Fall,2011,7,14,0,Monday,1,Mist,0.72,0.697,0.79,0.194,28,62,90,7,Jul,25,Siang,Hari Kerja
4842,2011-07-25,Fall,2011,7,15,0,Monday,1,Clear,0.7,0.6667,0.84,0.3881,16,96,112,7,Jul,25,Siang,Hari Kerja
4843,2011-07-25,Fall,2011,7,16,0,Monday,1,Clear,0.7,0.6667,0.84,0.2239,37,161,198,7,Jul,25,Siang,Hari Kerja
4844,2011-07-25,Fall,2011,7,17,0,Monday,1,Clear,0.72,0.697,0.74,0.0,48,437,485,7,Jul,25,Siang,Hari Kerja
4845,2011-07-25,Fall,2011,7,18,0,Monday,1,Clear,0.74,0.7121,0.74,0.0896,60,473,533,7,Jul,25,Malam,Hari Kerja
4846,2011-07-25,Fall,2011,7,19,0,Monday,1,Clear,0.74,0.697,0.7,0.0896,62,324,386,7,Jul,25,Malam,Hari Kerja
4847,2011-07-25,Fall,2011,7,20,0,Monday,1,Clear,0.72,0.697,0.74,0.1343,55,247,302,7,Jul,25,Malam,Hari Kerja
4848,2011-07-25,Fall,2011,7,21,0,Monday,1,Clear,0.7,0.6667,0.84,0.0,41,153,194,7,Jul,25,Malam,Hari Kerja
4849,2011-07-25,Fall,2011,7,22,0,Monday,1,Clear,0.7,0.6667,0.84,0.0,13,112,125,7,Jul,25,Malam,Hari Kerja
4850,2011-07-25,Fall,2011,7,23,0,Monday,1,Clear,0.7,0.6667,0.84,0.0896,23,64,87,7,Jul,25,Malam,Hari Kerja
4851,2011-07-26,Fall,2011,7,0,0,Tuesday,1,Clear,0.7,0.6667,0.79,0.1045,8,20,28,7,Jul,26,Dini Hari,Hari Kerja
4852,2011-07-26,Fall,2011,7,1,0,Tuesday,1,Clear,0.7,0.6667,0.79,0.1045,6,6,12,7,Jul,26,Dini Hari,Hari Kerja
4853,2011-07-26,Fall,2011,7,2,0,Tuesday,1,Clear,0.68,0.6364,0.89,0.1045,1,6,7,7,Jul,26,Dini Hari,Hari Kerja
4854,2011-07-26,Fall,2011,7,3,0,Tuesday,1,Clear,0.68,0.6364,0.89,0.1343,2,2,4,7,Jul,26,Dini Hari,Hari Kerja
4855,2011-07-26,Fall,2011,7,4,0,Tuesday,1,Clear,0.68,0.6364,0.88,0.1642,0,6,6,7,Jul,26,Dini Hari,Hari Kerja
4856,2011-07-26,Fall,2011,7,5,0,Tuesday,1,Clear,0.66,0.5909,0.89,0.0896,3,24,27,7,Jul,26,Dini Hari,Hari Kerja
4857,2011-07-26,Fall,2011,7,6,0,Tuesday,1,Clear,0.68,0.6364,0.83,0.2239,2,108,110,7,Jul,26,Pagi,Hari Kerja
4858,2011-07-26,Fall,2011,7,7,0,Tuesday,1,Clear,0.72,0.6818,0.66,0.2836,30,288,318,7,Jul,26,Pagi,Hari Kerja
4859,2011-07-26,Fall,2011,7,8,0,Tuesday,1,Clear,0.74,0.6818,0.55,0.194,32,392,424,7,Jul,26,Pagi,Hari Kerja
4860,2011-07-26,Fall,2011,7,9,0,Tuesday,1,Clear,0.76,0.6818,0.4,0.2239,25,162,187,7,Jul,26,Pagi,Hari Kerja
4861,2011-07-26,Fall,2011,7,10,0,Tuesday,1,Clear,0.8,0.697,0.31,0.2239,42,96,138,7,Jul,26,Pagi,Hari Kerja
4862,2011-07-26,Fall,2011,7,11,0,Tuesday,1,Clear,0.82,0.7121,0.3,0.0,49,102,151,7,Jul,26,Pagi,Hari Kerja
4863,2011-07-26,Fall,2011,7,12,0,Tuesday,1,Clear,0.84,0.7273,0.28,0.0,25,122,147,7,Jul,26,Siang,Hari Kerja
4864,2011-07-26,Fall,2011,7,13,0,Tuesday,1,Clear,0.84,0.7273,0.32,0.2985,43,139,182,7,Jul,26,Siang,Hari Kerja
4865,2011-07-26,Fall,2011,7,14,0,Tuesday,1,Clear,0.86,0.7424,0.3,0.2836,46,101,147,7,Jul,26,Siang,Hari Kerja
4866,2011-07-26,Fall,2011,7,15,0,Tuesday,1,Clear,0.88,0.7576,0.28,0.3284,49,114,163,7,Jul,26,Siang,Hari Kerja
4867,2011-07-26,Fall,2011,7,16,0,Tuesday,1,Clear,0.86,0.7576,0.36,0.2836,41,213,254,7,Jul,26,Siang,Hari Kerja
4868,2011-07-26,Fall,2011,7,17,0,Tuesday,1,Clear,0.86,0.7576,0.36,0.3582,72,465,537,7,Jul,26,Siang,Hari Kerja
4869,2011-07-26,Fall,2011,7,18,0,Tuesday,1,Clear,0.84,0.7424,0.39,0.3881,68,478,546,7,Jul,26,Malam,Hari Kerja
4870,2011-07-26,Fall,2011,7,19,0,Tuesday,1,Clear,0.82,0.7424,0.43,0.2985,69,329,398,7,Jul,26,Malam,Hari Kerja
4871,2011-07-26,Fall,2011,7,20,0,Tuesday,1,Clear,0.8,0.7273,0.46,0.2537,47,243,290,7,Jul,26,Malam,Hari Kerja
4872,2011-07-26,Fall,2011,7,21,0,Tuesday,1,Clear,0.78,0.7121,0.49,0.2239,45,222,267,7,Jul,26,Malam,Hari Kerja
4873,2011-07-26,Fall,2011,7,22,0,Tuesday,1,Clear,0.76,0.697,0.55,0.1343,27,131,158,7,Jul,26,Malam,Hari Kerja
4874,2011-07-26,Fall,2011,7,23,0,Tuesday,1,Clear,0.76,0.7121,0.58,0.1045,18,71,89,7,Jul,26,Malam,Hari Kerja
4875,2011-07-27,Fall,2011,7,0,0,Wednesday,1,Mist,0.78,0.7121,0.52,0.1642,19,26,45,7,Jul,27,Dini Hari,Hari Kerja
4876,2011-07-27,Fall,2011,7,1,0,Wednesday,1,Clear,0.78,0.7121,0.49,0.194,1,9,10,7,Jul,27,Dini Hari,Hari Kerja
4877,2011-07-27,Fall,2011,7,2,0,Wednesday,1,Clear,0.76,0.697,0.52,0.2985,1,5,6,7,Jul,27,Dini Hari,Hari Kerja
4878,2011-07-27,Fall,2011,7,3,0,Wednesday,1,Clear,0.72,0.6667,0.58,0.1642,0,4,4,7,Jul,27,Dini Hari,Hari Kerja
4879,2011-07-27,Fall,2011,7,4,0,Wednesday,1,Clear,0.72,0.6667,0.51,0.194,1,3,4,7,Jul,27,Dini Hari,Hari Kerja
4880,2011-07-27,Fall,2011,7,5,0,Wednesday,1,Clear,0.7,0.6515,0.54,0.2836,0,18,18,7,Jul,27,Dini Hari,Hari Kerja
4881,2011-07-27,Fall,2011,7,6,0,Wednesday,1,Clear,0.7,0.6515,0.54,0.2239,4,119,123,7,Jul,27,Pagi,Hari Kerja
4882,2011-07-27,Fall,2011,7,7,0,Wednesday,1,Clear,0.72,0.6667,0.48,0.2537,34,313,347,7,Jul,27,Pagi,Hari Kerja
4883,2011-07-27,Fall,2011,7,8,0,Wednesday,1,Clear,0.74,0.6667,0.42,0.2537,28,405,433,7,Jul,27,Pagi,Hari Kerja
4884,2011-07-27,Fall,2011,7,9,0,Wednesday,1,Clear,0.76,0.6667,0.35,0.2537,27,189,216,7,Jul,27,Pagi,Hari Kerja
4885,2011-07-27,Fall,2011,7,10,0,Wednesday,1,Clear,0.78,0.6818,0.33,0.0,32,82,114,7,Jul,27,Pagi,Hari Kerja
4886,2011-07-27,Fall,2011,7,11,0,Wednesday,1,Clear,0.8,0.697,0.31,0.0,42,94,136,7,Jul,27,Pagi,Hari Kerja
4887,2011-07-27,Fall,2011,7,12,0,Wednesday,1,Clear,0.82,0.7121,0.3,0.2836,37,132,169,7,Jul,27,Siang,Hari Kerja
4888,2011-07-27,Fall,2011,7,13,0,Wednesday,1,Clear,0.84,0.7273,0.3,0.3582,29,151,180,7,Jul,27,Siang,Hari Kerja
4889,2011-07-27,Fall,2011,7,14,0,Wednesday,1,Clear,0.84,0.7273,0.28,0.2239,20,107,127,7,Jul,27,Siang,Hari Kerja
4890,2011-07-27,Fall,2011,7,15,0,Wednesday,1,Clear,0.86,0.7424,0.26,0.2537,37,103,140,7,Jul,27,Siang,Hari Kerja
4891,2011-07-27,Fall,2011,7,16,0,Wednesday,1,Clear,0.86,0.7273,0.25,0.1642,40,228,268,7,Jul,27,Siang,Hari Kerja
4892,2011-07-27,Fall,2011,7,17,0,Wednesday,1,Clear,0.84,0.7121,0.26,0.2239,81,491,572,7,Jul,27,Siang,Hari Kerja
4893,2011-07-27,Fall,2011,7,18,0,Wednesday,1,Clear,0.82,0.7121,0.28,0.1045,78,463,541,7,Jul,27,Malam,Hari Kerja
4894,2011-07-27,Fall,2011,7,19,0,Wednesday,1,Clear,0.8,0.697,0.29,0.0896,87,288,375,7,Jul,27,Malam,Hari Kerja
4895,2011-07-27,Fall,2011,7,20,0,Wednesday,1,Clear,0.76,0.6818,0.45,0.2239,55,239,294,7,Jul,27,Malam,Hari Kerja
4896,2011-07-27,Fall,2011,7,21,0,Wednesday,1,Clear,0.74,0.6667,0.48,0.1045,49,196,245,7,Jul,27,Malam,Hari Kerja
4897,2011-07-27,Fall,2011,7,22,0,Wednesday,1,Clear,0.72,0.6667,0.48,0.0,37,143,180,7,Jul,27,Malam,Hari Kerja
